pmcid,paper_type,vaccine_name,vaccine_name_generated,vaccine_target_pathogen,vaccine_target_host,vaccine_model_host,vaccine_delivery_method,vaccine_manufacturer,vaccine_storage_method,vaccine_stage,vaccine_license,vaccine_antigen,vaccine_formulation,vaccine_gene
PMC4687311,full_text,"S19 and RB51 (for cattle), Rev 1 (for small ruminants)",False,"Brucella abortus (cattle), Brucella melitensis (small ruminants)","Cattle (Bos taurus), Sheep (Ovis aries), Goats (Capra aegagrus hircus)",,"Subcutaneous (S19, RB51), Conjunctival (Rev 1)",,,licensed,,Live attenuated Brucella abortus strain S19 or RB51 (cattle); Live attenuated Brucella melitensis Rev 1 (small ruminants),Live attenuated bacterial vaccine,
PMC12591482,full_text,Brucella multi-epitope vaccine (MEV) in recombinant BCG vector,True,Brucella melitensis (and other pathogenic Brucella species),Sheep (with potential for humans and other animals),Sheep (in silico simulation),Recombinant BCG vector (intracellular delivery enhanced with TAT peptide),,,research,,"Outer membrane protein OMP31, lipopolysaccharide transporter LptE, type IV secretion system protein VirB2 (multi-epitope)","Multi-epitope protein construct with CTB and PADRE adjuvants, TAT cell-penetrating peptide, linked by EAAK, AAY, GPGPG, and KK linkers; expressed in recombinant BCG vector","Codon-optimized synthetic gene encoding MEV, inserted into pMV261-BCG shuttle plasmid"
PMC3719578,full_text,Brucella melitensis M5-90,False,Brucella melitensis,"sheep, cattle, humans",,live attenuated,,,licensed,,,live attenuated bacterial strain,tuf2
PMC6842255,full_text,OMP31-IL2 and 3E-IL2 recombinant subunit vaccines,True,Brucella melitensis,mammals (including livestock and humans),BALB/c mice,intraperitoneal injection,"Biotechnology Laboratory, Department of Animal Science, Faculty of Agricultural, Ferdowsi University of Mashhad, Mashhad, Iran",,research,,"OMP31 protein and 3E (experimental epitope of OMP31, amino acids 48–74, repeated three times)","recombinant protein, formulated with molecular adjuvant (IL-2) and optionally with chemical adjuvant (Incomplete Freund's Adjuvant, IFA)","OMP31 (NCBI accession number: KJ193851.1), 3E (OMP31(48–74)3), Mus musculus IL-2 (NCBI accession number: NM_008366.3)"
PMC8889640,full_text,Rev1:: wbdR Δ wbkC,False,Brucella ovis,sheep (rams),"mice (BALB/c), sheep (rams)",subcutaneous injection,,stored at −80°C in skimmed milk,research,,S-LPS with N-acetyl-perosamine O-PS,"live-attenuated mutant, mini-Tn7 insert with E. coli O157:H7 wbdR (acetyl-transferase), wbkC (formyl-transferase gene) deleted","wbdR (E. coli O157:H7 acetyl-transferase), wbkC (formyl-transferase gene) deleted"
PMC2780424,full_text,,True,Brucella,human,animal,oral/intranasal,,storage stable (microencapsulation-mediated controlled release formula),research,,"live, attenuated Brucella mutants",microencapsulation-mediated controlled release formula,deletion of important genes required for survival
PMC2537721,full_text,,True,Brucella melitensis,goat,"goat, rabbit",,,,research,,streptomycin-non-dependent strain of Brucella melitensis,heat-killed and living cells,
PMC6318821,full_text,GI24-lysed Brucella abortus vaccine,False,Brucella abortus,goat,Korean black goat,subcutaneous,,,research,,lysed Brucella abortus cells,"inactivated, lysed bacterial cells",
PMC3486097,full_text,"Brucella melitensis M5-10, Brucella suis S2-30, Brucella abortus 104M",False,Brucella species,,,,,,licensed,,,live attenuated,
PMC12540849,full_text,Brucella Multi-Epitope Vaccine (MEV),True,Brucella spp.,Human,"Mouse, Guinea pig (mentioned for animal model validation)",,,,research,,"Membrane proteins CcmA, ccmC, BepC; selected CTL, HTL, B-cell linear and conformational epitopes; adjuvant HMGN1; universal epitope PADRE","Multi-epitope subunit vaccine protein construct (638 amino acids, includes linkers, adjuvant HMGN1, PADRE, polyhistidine tag)","Codon-optimized synthetic gene for MEV, cloned into pET-28a(+) vector, 1914 bp nucleotide sequence, CAI 0.80, GC content 56.90%"
PMC2668271,full_text,Brucella abortus strain RB51,False,Brucella abortus,Bison,Bison,,"National Animal Disease Center, Agricultural Research Service, U.S. Department of Agriculture",,research,,Brucella abortus strain RB51,Live attenuated bacterial vaccine,
PMC172987,full_text,Brucella abortus 19 (S19) and Brucella abortus RB51 (SRB51),False,Brucella abortus,,mice,,,,research,,Live attenuated Brucella abortus 19 (S19) or lipopolysaccharide O-antigen-deficient mutant RB51 (SRB51),Live bacterial vaccine,
PMC4176087,full_text,Rev 2 (B. melitensis Rev 1 double mutant ΔIS Bm1 Δint),False,Brucella melitensis,sheep and goats,BALB/c mice,subcutaneous and intraperitoneal injection,"Centro de Investigación y Tecnología Agroalimentaria of Aragón (CITA), Zaragoza, Spain",,research,,smooth lipopolysaccharide (S-LPS),live attenuated double mutant (ΔIS Bm1 Δint) B. melitensis Rev 1,"ΔIS Bm1 (deletion of IS Bm1 transposase gene), Δint (in-frame deletion of GI-2 phage-integrase gene)"
PMC10019172,full_text,Brucella Omp19 and Omp25 multi-epitope vaccine,True,Brucella melitensis,human,,,,,research,,Omp19 and Omp25 outer membrane proteins,multi-epitope peptide vaccine,"Omp19 (GenBank: EEZ15319.1), Omp25 (GenBank: AEF59022.1)"
PMC375181,full_text,pcDNA-SOD,False,Brucella abortus,,BALB/c mice,intraspleen (i.s.) injection,,,research,,Cu-Zn superoxide dismutase (SOD),plasmid DNA carrying the SOD gene,SOD gene
PMC4248770,full_text,IVKB9007 looP::Tn5 and IVKB9007 cydC::Tn5 mutants,False,Brucella abortus,cattle,"mice (BALB/c), murine macrophages (RAW264.7), HeLa cell line",intraperitoneal injection,,,research,,live attenuated Brucella abortus mutants (looP::Tn5 and cydC::Tn5),live attenuated bacterial mutants,"looP, cydC"
PMC98760,full_text,,False,Brucella spp. (specifically B. abortus 544),,BALB/c mice,intramuscular injection,,,research,,Bacterioferritin (BFR) or P39 proteins,DNA vaccine (eukaryotic expression vectors pCIBFR and pCIP39),BFR or P39 gene
PMC10357253,full_text,pNZ8148–Usp45–omp25–Lactococcus lactis,False,Brucella abortus,"humans, livestock (cattle, goats, sheep)",BALB/c mice,oral (via recombinant Lactococcus lactis),,,research,,omp25 (outer membrane protein 25 of Brucella abortus),recombinant Lactococcus lactis expressing and secreting omp25 (with Usp45 signal peptide) via pNZ8148 vector,"omp25 (Accession number AFJ79953.1), Usp45 signal peptide (accession number ABY84357), inserted into pNZ8148 vector"
PMC9621275,full_text,Live attenuated Brucella vaccine (Brucella abortus A19 and S2 strains),False,Brucella abortus,Cattle and pigs,,,"Biological products company, Chongqing, China",,licensed,Approved for veterinary use in China,Live attenuated Brucella abortus A19 and S2 strains,Live attenuated vaccine,
PMC2040829,full_text,,False,Brucella abortus,,mouse,intraperitoneal (i.p.) or intravenous (i.v.) injection,,,research,,"protein-bound cell wall peptidoglycan (PG) fractions, lipopolysaccharide (LPS) fraction, killed Brucella, attenuated Brucella","PG fractions, LPS fraction, killed Brucella (H38), attenuated Brucella (B19)",
PMC10302724,full_text,Recombinant OMP25o and OMP31m-based Brucella vaccine,True,Brucella ovis and Brucella melitensis,Sheep,Escherichia coli (BL21) for protein expression; sheep for immunological testing,Protein subunit (recombinant antigen) for ELISA-based detection; not specified for immunization,,Purified protein fractions stored at 4°C,research,,OMP25o (outer membrane protein 25 from B. ovis) and OMP31m (outer membrane protein 31 from B. melitensis),"Recombinant proteins expressed in E. coli, purified by Ni-NTA agarose, refolded by dialysis, used as coating antigens in ELISA",omp25 (AAB06702.1) and omp31 (AAB36693.1)
PMC2628275,full_text,,True,Brucella ovis,sheep,"mice, rams",poly(ε-caprolactone) microparticles,,freeze-dried microparticles stored at 40 ± 1°C and 75% RH,research,,antigenic extract of Brucella ovis (HS),poly(ε-caprolactone) microparticles containing HS antigenic extract,
PMC10830018,full_text,"Brucella abortus S19, Brucella abortus RB51, Brucella melitensis Rev.1, Brucella abortus A19, Brucella abortus S2",False,"Brucella species (Brucella abortus, Brucella melitensis)","Livestock (cattle, sheep, pigs)",,"Injection (needlestick), aerosol exposure",,,licensed,Licensed for veterinary use; not licensed for human use,"Live attenuated Brucella strains (S19, RB51, Rev.1, A19, S2)",Live attenuated bacterial vaccine,
PMC108700,full_text,Brucella abortus S19 and Brucella melitensis Rev.1 P39 gene deletion mutant,True,"Brucella abortus, Brucella melitensis","cattle, sheep, goats",CD-1 mice,,,,research,,P39 protein (deleted in mutant strains),live attenuated bacterial vaccine (P39 gene deletion mutant),P39 gene
PMC10732601,full_text,NP-OPS Ba (Brucella nanovaccine),True,"Brucella (B. abortus, B. melitensis, B. suis)","human, livestock (cattle, small ruminants)",BALB/c mice,intraperitoneal injection,"Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing, China",stable at room temperature for at least 7 days,research,,"O-polysaccharide (OPS) from Yersinia enterocolitica O:9, mimicking Brucella OPS","protein-based, self-assembling nanoparticles (Nano-B5 platform) conjugated with OPS","CTBTri4573 (cholera toxin B subunit, trimer forming peptide, glycosylation sequence, 6×His tag), O-oligosaccharyltransferase PglL"
PMC11728775,full_text,Brucella melitensis Rev-1 vaccine,False,Brucella melitensis,sheep and goats,,,,,licensed,,live attenuated Brucella melitensis Rev-1,live attenuated,
PMC267184,full_text,Brucella abortus strain 19 and RB51,False,Brucella abortus,cattle,cattle,,"Brucellosis Research Unit, U.S. Department of Agriculture",,licensed,,Brucella abortus strain 19 (wild-type) and RB51 (lipopolysaccharide O-antigen-deficient mutant),,
PMC7946044,full_text,"Brucella abortus strain 19 (S19), Brucella abortus strain RB51 (RB51), Brucella melitensis Rev 1 (Rev1)",False,"Brucella abortus, Brucella melitensis","Cattle (S19, RB51), Sheep and Goats (Rev1)",,"Live attenuated vaccine (injection, typically subcutaneous or intramuscular)",,,licensed,,"Live attenuated Brucella abortus (S19, RB51), Live attenuated Brucella melitensis (Rev1)",Live attenuated bacterial vaccine,
PMC3008196,full_text,Brucella abortus strain RB51,False,Brucella abortus,cattle,cattle,injection,United States Department of Agriculture (USDA),,licensed,,Brucella abortus strain RB51,live attenuated bacterial vaccine,
PMC9343586,full_text,B. melitensis M5-90,False,Brucella melitensis,"sheep, goats","Balb/c mice, RAW264.7 murine macrophage cell line",intraperitoneal injection,"Xinjiang Tiankang Animal Biotechnology Co., Ltd. (China)",stored at −80°C after inactivation,licensed,,live attenuated B. melitensis M5-90 strain,live attenuated bacterial vaccine,"BtpA, vjbR"
PMC10026239,full_text,Multi-epitope peptide vaccine against human brucellosis,True,"Brucella spp. (B. melitensis, B. abortus, B. canis, B. suis)",Human,E. coli (for expression); in silico human immune simulation,,,,research,,"Immunogenic 39-kDa protein, lumazine synthase, superoxide dismutase, ribosomal protein L7/L12, BP26, OMP-16, OMP-28","Multi-epitope peptide construct with adjuvants (HBHA, PADRE, TTFrC segments) and linkers (EAAAK, KK, GPGPG)","Synthetic gene encoding the multi-epitope peptide vaccine, optimized for E. coli expression (CAI 1.00, GC content 60.01%)"
PMC4406936,full_text,Brucella suis vaccine strain S2,False,Brucella suis,Caprine (goat),Immortalized caprine endometrial epithelial cell line (hTERT-EECs),,,,research,,Brucella suis S2 strain,,
PMC6637429,full_text,Live attenuated Brucella melitensis vaccine (ΔvirB mutant),True,Brucella melitensis,Human,"Mouse (C57BL/6, BALB/c, and various genetically-deficient strains)","Intradermal, intranasal, intraperitoneal",,,research,,"Live attenuated Brucella melitensis (ΔvirB mutant), mCherry-expressing Brucella melitensis","Live attenuated bacteria, optionally labeled with mCherry or eFluor670","virB operon (type IV secretion system, deleted in ΔvirB mutant)"
PMC6401381,full_text,OMP31 Peptide Vaccine,True,Brucella melitensis,human,mouse (BALB/c),intranasal,Shanghai Qiangyao Biotechnology,,research,,"OMP31 (31KDa outer membrane protein) peptides containing T cell, B cell, and TB epitopes","synthetic peptides (T epitope, B epitope, TB epitope) administered intranasally",omp31
PMC9258428,full_text,S2 vaccine strain,False,Brucella spp. (primarily Brucella melitensis),Sheep and goats,,Injection (vaccination),Zhongmu Lanzhou biopharmaceutical plant,,licensed,,S2 vaccine strain (live attenuated Brucella),Live attenuated bacterial vaccine,
PMC10025791,full_text,L. lactis/pNZ8148-BLS-Usp45,False,Brucella abortus,"Cattle, Sheep, Goats, Humans (zoonotic context)",BALB/c mice,Oral (via live recombinant Lactococcus lactis vector),,,research,,Brucella lumazine synthase (BLS) fused with Usp45 signal peptide,Live recombinant Lactococcus lactis expressing BLS-Usp45 protein using pNZ8148 vector,BLS gene (accession Q2YKV1.1) fused to Usp45 signal peptide (accession ABY84357) cloned into pNZ8148 vector
PMC10361638,full_text,IgV_CTLA-4-Omp2b-Omp31 fusion protein vaccine,True,Brucella spp.,Human,,,,,research,,"Omp2b, Omp31, IgV_CTLA-4",Fusion protein with flexible linker (GGGGS)3 and Pet30a(+) linker (GTDDDDKAMADIGSEF),"Omp2b (GenBank AMM72579.1), Omp31 (GenBank AAS84567.1), CTLA-4 (GenBank P16410.3)"
PMC5381064,full_text,B. abortus ∆22915 mutant vaccine,True,Brucella abortus,"cattle, livestock",BALB/c mice,intraperitoneal injection,,,research,,smooth phenotype Brucella with intact O-antigen lipopolysaccharide,live attenuated mutant strain (∆22915) with deletion of BAB_RS22915 gene,"BAB_RS22915 (putative lytic transglycosylase, MltB)"
PMC1230944,full_text,pCIOmp31 DNA vaccine,False,Brucella melitensis and Brucella ovis,Human,BALB/c mice,DNA vaccine (plasmid injection),,,research,,Brucella outer membrane protein 31 (Omp31),pCI plasmid encoding Omp31,Omp31 gene from Brucella melitensis
PMC2291552,full_text,Brucella abortus strain RB51 vaccine,False,Brucella abortus,Cattle,Cattle (Friesian calves),Subcutaneous injection,"Colorado Serum Company (Denver, Colo, USA); distributed by CZ Veterinaria (Pontevedra, Spain)",,licensed,Licensed (under license from Colorado Serum Company),Live attenuated Brucella abortus strain RB51 (rough mutant of B. abortus 2308),"Live attenuated vaccine, reconstituted to contain 5 × 10^9 CFU/mL",
PMC174094,full_text,Brucella melitensis deltapurE201 mutant vaccine,True,Brucella melitensis,goat,goat,subcutaneous,,,research,,Brucella melitensis deltapurE201 mutant,live attenuated bacterial mutant,purE deletion
PMC7162469,full_text,Alginate-encapsulated Brucella ovis ΔabcBA (Bo ΔabcBA),False,Brucella canis,Dog (Canis lupus familiaris),Mouse (BALB/c),Subcutaneous injection,,,research,,"Live attenuated Brucella ovis ΔabcBA (deletion of abcA and abcB genes from BOPI-1), encapsulated in alginate","Alginate-encapsulated live attenuated bacterial cells (Bo ΔabcBA, 1 x 10^9 CFU/dose for dogs, 1 x 10^8 CFU/dose for mice)","abcA and abcB genes (deleted from B. ovis pathogenicity island 1, BOPI-1)"
PMC6858679,full_text,Rev1::Tn7 wbdR Δ wbkC,False,Brucella ovis,sheep,mouse (BALB/c),subcutaneous injection,,stored at −80°C in skimmed milk or TYSB-7% DMSO,research,,Modified S-LPS (O-polysaccharide with N-acetyl-perosamine),Live attenuated Brucella melitensis Rev1 genetically modified by insertion of wbdR and deletion of wbkC,wbdR (E. coli O157:H7 acetyltransferase gene) inserted; wbkC (formyl transferase gene) deleted
PMC10426126,full_text,Brucella abortus RB51,False,Brucella abortus,Cattle,,,,,licensed,,,,wboA (disrupted by IS711 element in RB51)
PMC2583484,full_text,Brucella abortus Strain RB51 Leucine Auxotroph,False,Brucella abortus,cattle,CD1 mice,,,,research,,green fluorescent protein (GFP),live attenuated strain with plasmid expressing leuB gene and GFP,leuB
PMC8730362,full_text,Brucella melitensis 16MΔ vjbR,False,Brucella melitensis,goats,goats,subcutaneous,,,research,,Brucella melitensis 16MΔ vjbR mutant strain,alginate microcapsules or non-encapsulated,vjbR
PMC126665,full_text,,True,Brucella abortus,"cattle, humans",Lactococcus lactis,oral (food-grade live bacteria),,,research,,ribosomal protein L7/L12,"live recombinant Lactococcus lactis expressing L7/L12 in cytoplasmic, secreted, and cell-wall-anchored forms",L7/L12 gene from Brucella abortus
PMC8410202,full_text,B. melitensis vaccine strain Rev1,False,Brucella melitensis,"sheep, goats",,,Razi Vaccine and Serum Research Institute,,,,,,
PMC11018449,full_text,Brucella abortus RB51,False,Brucella abortus,Camel,Camel,"Subcutaneous injection (2 ml, neck area)","Tornel Laboratorios, Mexico",Lyophilized,research,,"Live attenuated Brucella abortus RB51 strain (rough LPS, no O-chain)","Lyophilized, 2 ml dose containing 3 × 10^10 CFU","IL-6, TNF-α"
